comments,date,name
"
اليوم العاشر من محرم هو يوم نجى الله فيه موسى عليه السلام من فرعون .أما اللذين يخوضون ويسبون معاوية رضي الله عنه كاتب وحي رسول الله صلى الله عليه وسلم فهم أغلبهم من الشيعة أو من المغفلين اللذين لا يعلمون حقيقتهم .فالشيعة هم من قتلو الحسين رضي الله عنه حينما استدعوه لمبايعته .
",الأحد 01 شتنبر 2019 - 15:26,<strong>ريفي أصيل</strong>
"
من أين تأتي هذه المفرقعات؟ لو كانت تأتي فعلا من الخارج دون أن تضبط ، يمكن أيضاً تأتي أشياء أخرى من الممنوعات
(المفرقعات = إحتمال الموت = عاهة)
",الأحد 01 شتنبر 2019 - 15:38,<strong>رأي مواطن</strong>
"
لا نريد الاحتفال بهده الطريقة البشعة وعلى الجمارك ان لا تغمضة عينها على كل من سولة له نفسه بتخريب البلد
",الأحد 01 شتنبر 2019 - 15:59,
"
السلام عليكم 
انا اشكر هيئة التحرير هيسبريس على نقلها الاحدات العالم و الاحدات الوطنية لكن اعاتبها لانها لم تعر اهتماما كافيا للمنطقة المنكوبة في اغرم اقليم تارودانت التي لم تنتهي ازمتها بوفات 8. اشخاص لكن ازمتها لازالت متفاقمة حيث لازالت تعرف انعزالا تاما الى حدود الساعة كما ان الاعلام الوطني كذالك لم يعرها اهتماما كافيا نرجو من السلطات التدخل السريع في المنطقة شكرا
",الأحد 01 شتنبر 2019 - 16:26,
"
الفرقعات لاعلاقة لها بعاشوراء انه استغلال الصين والمسؤولين بالرشاوي بالجمرك لتسهيل السلعة الممنوعة الخط يرة الت يستعملونها شباب المغر بق المنحرف المحب لاستغلال المفرقعا ت كمتفجرات واستعمال قنينات الغاز والعجلات والبراميل كاربون والسلطات لا يهمها امن وسلامة المواطنين الصالحين لاتعير اهتمام لهد الضاهرة لدواغش الشارع والمسؤول الملك عن امن البلاد
",الأحد 01 شتنبر 2019 - 16:38,
"
من الخارج وايضا تدخل اشياء اخرى غير المفرقعات
",الأحد 01 شتنبر 2019 - 16:48,
"
هي مناسبة للخرافات والخزعبلات والشعوذة بتشجيع من الفقهاء المتخلفين الانتهازيين الضاحكين على المغفلين .كفى من مثل هذه المناسبات والعادات القبيحة يجب محاربتها مثل عيد الاضحى الذي لا يتستفيد منه الا السماسرة والمفسدين وعاشوراء مناسبة بيع المفرقعات والشعوذة .مالهم المسلمين بحدهم هازين الاثقال كالحمار الذي يحمل اصفارا .اين العقول
",الأحد 01 شتنبر 2019 - 17:02,<strong>العرايشي</strong>
"
ا لمفرقعات متواجدة في جميع بلدان العالم في الكثير من الاحتفالات ولكن مع بعض الضوابط القانونية. فمثلا في فرنسا والتي عادة ما تستعمل فيها هذه المفرقعات في 14 يوليوز هنالك اربعة اشكال F1, F2 للمستعملين من 13 الى 18 سنة
F3 للكبار (اكثر من 18 سنة') وF4 للمحترفين المخولين لذلك
كما يمنع منعا كليا اعطاؤها للاطفال اقل من 12 سنة او استعمالها قرب البيوت او داخل التجمعات البشرية والاز قة الضيقة كما يلزم اخذ موافقة البلدية (mairie) بالنسبة ا F3 و F4. وكل اخلال يعرض صاحبه لغرامة 1500 اورو . اما في حالة الاصابة فالعقوبة تصل الى 10 سنوات سجنا
",الأحد 01 شتنبر 2019 - 17:32,<strong>alpha11</strong>
"
اين هم الوالدين؟ ""اثقل شيء في الميزان. حسن الخلق"". ربوا ابناءكم على الاخلاق الحسنة قد يشفعوا لكم عند رب العالمين.
",الأحد 01 شتنبر 2019 - 18:42,<strong>الشلح</strong>
"
يجب منع هاته اامصيبة من المفرقعات
",الأحد 01 شتنبر 2019 - 19:24,<strong>مواطن</strong>
"
هذا التحليل ينطبق على البلدان المتقدمة أو الصاعدة السائرة في طريق النمو و لها من التقاليد الدستورية الديمقراطية والعريقة الضاربة في جذور التاريخ أو التي تعيش انتقالا حقيقيا نحو الديمقراطية الحقيقية و دولة الحق و القانون و احترام حقوق الإنسان و المواطنة و الحريات العامة و الخاصة و تعمل بطريق سلس نزيه و سلمي للتأسيس لها بوجود أحزاب سياسية قوية و مجتمع مدني تعددي منظم و كفاءات سياسية و اقتصادية كفأة و نظيفة بخلاف المغرب و مشهده السياسي المتردي الذي يجثم عليه ثالوث الاستبداد و الفساد و الريع السياسي و منظومته الفاسدة بدكاكينها السياسوية المخزنية الهرمة التي لم تنتج سوى المزيد من التراجعات عن الحقوق و المكتسبات الاجتماعية والاقتصادية و الحقوقية العادلة و المشروعة لشرائح الشعب الكادح و المحروم المتردية أوضاعه المعيشية الصعبة و القاسية بفعل السياسات اللاشعبية المخزنية التراجعية..
",الأحد 01 شتنبر 2019 - 07:20,<strong>بلاحدود....</strong>
"
جميل ما قاله الخبير النفسي؛ اضيف ان لنفس المنتخب عليه حقا؛وعليه ان لا ينسى نصيبه من الدنيا؛ وليس تكليفه معناه ان يشقى؛ وكدلك لبدنه عليه حقا؛والمنتخب مواطن قبل كل شيء فسعادته من سعادة منتخبيه؛طبعا اتكلم عن منتخب حقيقي وليس مزورا !!!
",الأحد 01 شتنبر 2019 - 07:24,
"
وكأن الصورة تقول : صوتوا على الكلب او الحمار و التمساح .ولما لا الافعى .واحذروا من الثعلب والذئب. 
واقع السياسيين هو هذا. الغريب هو ان المصوت او الناخب ينتمي لصنف الضباع .
",الأحد 01 شتنبر 2019 - 07:29,<strong>سيمو</strong>
"
كيف يسمح شخص لنفسه بسرقة وخداع مدينة أو قرية صوتت لأجله إن لم يكن مريضا نفسيا! السياسيون وأنانيون حتى المرض، جشعون، يعتقدون أنهم فوق الناس وفوق المحاسبة وفوق ذلك على الناس أن يحمدوا الله على وجودهم! إنه القرف بكل تجلياته.
",الأحد 01 شتنبر 2019 - 07:37,<strong>أسامة النوراني</strong>
"
لا نحتاج الى تحليل نفسي لنواب الامة.يكفي انهم رفضوا التصريح بممتلكاتهم .ويكفي انهم طمعوا حتى في حلوى البرلمان .ويكفي انهم دافعوا باستماتة عن تقاعدهم .بخلاصة الجواب سيكون في استحقاقات 2021 .اعتقد ان الغالبية الساحقة من المواطنين لن تصوت .وان الحكومة المقبلة لن ثمتل الا نفسها ولن تكون لها قاعدة شعبية.
",الأحد 01 شتنبر 2019 - 07:38,
"
مع الإدلاء بشهادة طبية تتبت الحالة العقلية و النفسية السليمة للوزير، وكذالك التأكد من حالته النفسية وشهيته في المال العام والسرقة والاختلاس والمحسوبية والزبونية...... وكشف دقيق لعدم إصابته بمرض العظمة والكبرياء والكذب والاحتيال والنصب، واتبات إصابته القناعة والصدق والنزاعة وحب الوطن.....
",الأحد 01 شتنبر 2019 - 07:40,<strong>شهادة</strong>
